Datum;Temperatur;Windgeschwindigkeit;bewoelkung_time;wettercode_knn;temp_category;wettercode_agg
2013-10-23;17.675;9;6;42;high;2
2013-10-24;12.6875;12;5;61;medium;3
2013-10-25;11.8875;7;7;61;medium;3
2013-10-26;16.775;10;5;21;high;2
2013-10-27;14.9875;16;6;65;medium;4
2013-10-28;14.3625;29;7;63;medium;3
2013-10-29;10.775;17;7;63;medium;3
2013-10-30;10.4375;10;6;61;medium;3
2013-10-31;11.1625;13;5;21;medium;2
2013-11-01;10.625;9;8;63;medium;3
2013-11-02;8.8875;3;8;63;medium;3
2013-11-03;10.7;15;6;21;medium;2
2013-11-04;6.8375;7;7;63;low;3
2013-11-05;8.9;12;4;61;medium;3
2013-11-06;8.1375;12;4;63;medium;3
2013-11-07;9.5;10;6;61;medium;3
2013-11-08;9.325;9;3;4;medium;2
2013-11-09;7.7;16;5;63;medium;3
2013-11-10;6.9875;12;2;63;medium;3
2013-11-11;8.3125;5;2;9;medium;2
2013-11-12;5.9375;9;7;61;medium;3
2013-11-13;8.8;12;1;0;medium;1
2013-11-14;6.9375;9;5;21;medium;2
2013-11-15;6.45;6;7;21;low;2
2013-11-16;8.875;12;8;49;medium;2
2013-11-17;8.8875;8;2;0;medium;1
2013-11-18;6.65;5;7;63;medium;3
2013-11-19;5.8375;8;8;61;medium;3
2013-11-20;3.85;6;6;27;low;2
2013-11-21;3.275;8;2;10;medium;2
2013-11-22;5.375;10;7;21;medium;2
2013-11-23;4.9125;6;3;33;medium;2
2013-11-24;4.6;16;0;14;medium;2
2013-11-25;3.7;10;0;8;medium;2
2013-11-26;2.3125;6;2;23;low;2
2013-11-27;7.3125;12;8;61;high;3
2013-11-28;8.025;18;2;22;high;2
2013-11-29;5.9875;11;8;63;medium;3
2013-11-30;5.525;10;7;20;medium;2
2013-12-01;8.6625;20;5;61;medium;3
2013-12-02;3.0625;4;0;10;medium;2
2013-12-03;1.7125;6;8;28;medium;2
2013-12-04;5.85;11;7;63;medium;3
2013-12-05;4.4625;24;7;63;medium;3
2013-12-06;1.7875;25;6;73;medium;5
2013-12-07;1.0;11;5;22;medium;2
2013-12-08;6.975;16;8;63;medium;3
2013-12-09;9.2375;10;7;45;medium;2
2013-12-10;7.1875;8;7;61;medium;3
2013-12-11;5.025;9;7;10;medium;2
2013-12-12;2.525;8;8;28;medium;2
2013-12-13;3.5375;6;7;61;medium;3
2013-12-14;3.0125;7;7;61;medium;3
2013-12-15;7.925;12;8;61;high;3
2013-12-16;8.775;12;8;49;high;2
2013-12-17;4.95;8;8;61;medium;3
2013-12-18;6.85;8;7;10;medium;2
2013-12-19;7.4;10;7;63;medium;3
2013-12-20;5.2875;10;7;61;medium;3
2013-12-21;6.5625;13;8;63;medium;3
2013-12-22;8.1375;12;7;61;medium;3
2013-12-23;5.4875;10;3;23;low;2
2013-12-24;11.4375;18;7;61;high;3
2013-12-25;8.5625;13;6;21;medium;2
2013-12-26;3.775;6;6;28;medium;2
2013-12-27;5.7625;15;7;63;medium;3
2013-12-28;7.0625;9;7;21;medium;2
2013-12-29;5.7125;9;7;63;medium;3
2013-12-30;4.75;11;4;10;medium;2
2013-12-31;5.0375;7;4;39;medium;2
2014-01-01;4.5125;8;5;63;medium;3
2014-01-02;6.25;9;7;63;medium;3
2014-01-03;6.8375;10;7;63;medium;3
2014-01-04;6.9375;11;5;25;medium;2
2014-01-05;6.1875;11;7;63;medium;3
2014-01-06;7.9125;11;7;65;high;4
2014-01-07;10.4375;13;7;21;high;2
2014-01-08;8.6375;15;7;63;high;3
2014-01-09;9.6125;16;7;61;high;3
2014-01-10;6.6375;17;7;61;medium;3
2014-01-11;5.5875;18;7;63;medium;3
2014-01-12;5.525;16;2;21;medium;2
2014-01-13;3.1375;10;8;69;medium;2
2014-01-14;4.225;6;6;28;high;2
2014-01-15;3.228571;7;7;28;medium;2
2014-01-16;2.7375;9;8;63;medium;3
2014-01-17;6.7375;4;7;61;high;3
2014-01-18;5.8875;8;7;61;high;3
2014-01-19;2.8625;19;7;10;medium;2
2014-01-20;0.3875;13;8;61;medium;3
2014-01-21;-0.65;7;7;77;medium;4
2014-01-22;-3.1125;14;8;22;low;2
2014-01-23;-3.1875;11;8;22;low;2
2014-01-24;-5.1625;13;2;10;low;2
2014-01-25;-7.0375;8;5;66;low;4
2014-01-26;-8.475;10;1;10;low;2
2014-01-27;0.7;9;5;69;medium;2
2014-01-28;-0.2625;10;7;10;low;2
2014-01-29;-5.05;13;7;77;low;4
2014-01-30;-4.4875;8;7;77;low;4
2014-01-31;-3.6875;7;8;10;low;2
2014-02-01;3.225;10;7;63;medium;3
2014-02-02;5.4875;8;0;5;medium;2
2014-02-03;3.475;8;1;10;medium;2
2014-02-04;3.925;6;5;10;medium;2
2014-02-05;3.675;8;4;10;medium;2
2014-02-06;7.875;11;7;20;medium;2
2014-02-07;8.475;15;7;63;high;3
2014-02-08;6.2875;12;7;61;medium;3
2014-02-09;6.7125;15;5;63;medium;3
2014-02-10;6.6375;9;2;19;medium;2
2014-02-11;4.925;12;7;61;medium;3
2014-02-12;6.1;13;4;10;high;2
2014-02-13;7.45;13;5;40;high;2
2014-02-14;5.2125;9;5;10;medium;2
2014-02-15;11.5;15;5;46;high;2
2014-02-16;6.0625;17;7;63;medium;3
2014-02-17;6.6875;9;0;3;medium;1
2014-02-18;7.8;8;7;10;medium;2
2014-02-19;6.325;8;7;61;medium;3
2014-02-20;9.1;11;6;10;high;2
2014-02-21;7.5125;11;7;61;medium;3
2014-02-22;5.925;11;7;21;medium;2
2014-02-23;8.625;12;1;4;high;2
2014-02-24;9.4125;11;1;3;high;1
2014-02-25;10.475;7;1;2;high;1
2014-02-26;10.1875;8;5;27;medium;2
2014-02-27;8.8875;7;1;10;medium;2
2014-02-28;6.1875;6;7;61;medium;3
2014-03-01;5.075;9;2;10;medium;2
2014-03-02;6.5625;9;6;10;medium;2
2014-03-03;9.1875;10;0;5;medium;2
2014-03-04;6.6875;7;7;10;medium;2
2014-03-05;4.6875;7;7;28;medium;2
2014-03-06;8.925;9;3;10;high;2
2014-03-07;11.275;10;6;5;high;2
2014-03-08;9.9375;6;0;3;medium;1
2014-03-09;16.4;9;0;1;high;1
2014-03-10;15.8;9;0;3;high;1
2014-03-11;7.85;9;0;5;medium;2
2014-03-12;10.2125;8;0;0;high;1
2014-03-13;13.375;10;0;6;high;2
2014-03-14;9.6125;10;1;7;high;2
2014-03-15;9.0375;27;4;46;medium;2
2014-03-16;9.3375;24;7;61;medium;3
2014-03-17;9.5875;18;7;61;medium;3
2014-03-18;9.6875;16;7;21;medium;2
2014-03-19;9.45;18;7;61;medium;3
2014-03-20;16.2625;13;0;26;high;2
2014-03-21;6.8875;14;7;63;medium;3
2014-03-22;8.85;11;5;63;medium;3
2014-03-23;8.3625;10;4;18;medium;2
2014-03-24;7.5625;7;3;8;medium;2
2014-03-25;7.725;10;2;21;medium;2
2014-03-26;7.85;11;5;21;medium;2
2014-03-27;5.1;12;6;45;medium;2
2014-03-28;5.4;12;8;10;low;2
2014-03-29;9.375;8;3;10;medium;2
2014-03-30;11.2625;8;0;28;medium;2
2014-03-31;7.4375;4;7;45;medium;2
2014-04-01;5.7625;13;8;10;medium;2
2014-04-02;12.45;8;2;10;medium;2
2014-04-03;7.6125;15;3;10;medium;2
2014-04-04;6.45;15;6;0;medium;1
2014-04-05;9.825;5;8;61;medium;3
2014-04-06;12.1875;8;7;63;medium;3
2014-04-07;15.7875;10;7;63;high;3
2014-04-08;9.8125;19;7;61;medium;3
2014-04-09;10.1875;20;7;21;medium;2
2014-04-10;9.75;4;7;37;medium;2
2014-04-11;12.0625;10;6;55;medium;3
2014-04-12;11.2;12;4;0;medium;1
2014-04-13;11.0125;21;6;45;high;2
2014-04-14;8.9;23;5;61;medium;3
2014-04-15;9.9125;15;0;4;medium;2
2014-04-16;11.3625;9;0;9;medium;2
2014-04-17;14.4;14;5;66;high;4
2014-04-18;8.2375;11;7;61;medium;3
2014-04-19;11.125;13;1;5;medium;2
2014-04-20;13.875;15;0;5;medium;2
2014-04-21;13.425;15;4;0;medium;1
2014-04-22;15.45;10;3;10;high;2
2014-04-23;9.825;11;8;21;medium;2
2014-04-24;9.175;11;8;45;medium;2
2014-04-25;13.5625;12;0;6;medium;2
2014-04-26;15.45;11;0;15;high;2
2014-04-27;16.225;16;0;4;medium;2
2014-04-28;15.8875;11;0;4;high;2
2014-04-29;18.0875;8;0;0;high;1
2014-04-30;18.0;8;3;12;high;2
2014-05-01;10.4875;14;4;22;medium;2
2014-05-02;10.225;13;6;29;medium;2
2014-05-03;11.8625;13;3;22;medium;2
2014-05-04;9.6;11;7;53;medium;3
2014-05-05;10.7125;6;8;21;medium;2
2014-05-06;15.775;9;7;51;medium;3
2014-05-07;14.2125;15;4;65;medium;4
2014-05-08;12.45;10;7;63;medium;3
2014-05-09;12.3875;10;6;61;medium;3
2014-05-10;13.275;12;7;61;medium;3
2014-05-11;11.5625;12;7;63;low;3
2014-05-12;12.7;14;7;63;medium;3
2014-05-13;11.5625;15;7;21;medium;2
2014-05-14;11.5625;16;7;46;medium;2
2014-05-15;13.7875;8;2;18;medium;2
2014-05-16;13.8875;9;5;37;medium;2
2014-05-17;16.625;8;0;0;medium;1
2014-05-18;16.5125;13;4;22;medium;2
2014-05-19;13.7625;8;6;61;medium;3
2014-05-20;20.725;12;0;3;high;1
2014-05-21;26.8625;8;2;3;high;1
2014-05-22;26.375;8;0;1;high;1
2014-05-23;18.0125;12;7;65;medium;4
2014-05-24;17.9625;8;2;0;medium;1
2014-05-25;20.4625;11;2;6;high;2
2014-05-26;19.9625;13;0;2;medium;1
2014-05-27;12.8875;21;7;21;medium;2
2014-05-28;10.2;22;7;21;low;2
2014-05-29;12.7;14;4;23;medium;2
2014-05-30;17.9625;13;0;3;medium;1
2014-05-31;15.9125;15;3;29;medium;2
2014-06-01;13.825;6;7;21;low;2
2014-06-02;17.625;9;0;1;medium;1
2014-06-03;20.0;9;1;3;medium;1
2014-06-04;21.4875;14;1;15;medium;2
2014-06-05;15.0375;18;5;65;low;4
2014-06-06;19.3125;12;3;31;medium;2
2014-06-07;17.9625;8;0;2;medium;1
2014-06-08;22.1;12;6;21;high;2
2014-06-09;20.6625;10;0;3;medium;1
2014-06-10;25.7875;9;1;1;high;1
2014-06-11;20.5;8;7;61;medium;3
2014-06-12;19.55;12;4;44;medium;2
2014-06-13;17.45;18;7;21;medium;2
2014-06-14;18.9125;13;1;2;medium;1
2014-06-15;19.275;8;0;3;medium;1
2014-06-16;18.3125;10;6;0;medium;1
2014-06-17;20.375;7;1;2;medium;1
2014-06-18;19.3;13;3;18;medium;2
2014-06-19;15.2875;19;7;21;medium;2
2014-06-20;15.9875;16;7;57;low;3
2014-06-21;15.5125;18;6;61;medium;3
2014-06-22;15.7;19;5;43;medium;2
2014-06-23;16.5;17;4;48;medium;2
2014-06-24;14.3625;7;7;21;medium;2
2014-06-25;18.4375;10;0;3;medium;1
2014-06-26;17.575;8;6;63;medium;3
2014-06-27;20.1625;7;4;95;medium;4
2014-06-28;16.9625;6;6;95;medium;4
2014-06-29;17.3125;8;7;61;medium;3
2014-06-30;18.3375;12;3;17;medium;2
2014-07-01;15.6875;14;6;61;low;3
2014-07-02;17.1125;15;6;45;medium;2
2014-07-03;20.4;9;7;61;medium;3
2014-07-04;26.9375;10;0;1;high;1
2014-07-05;24.5875;10;6;65;high;4
2014-07-06;25.2375;6;5;59;high;2
2014-07-07;20.8;10;5;68;medium;2
2014-07-08;19.6;15;7;63;medium;3
2014-07-09;24.65;24;0;5;high;2
2014-07-10;24.757142;18;0;0;high;1
2014-07-11;22.9375;18;1;3;high;1
2014-07-12;20.375;12;0;4;medium;2
2014-07-13;18.6;10;7;61;medium;3
2014-07-14;19.45;15;7;63;medium;3
2014-07-15;22.2625;9;6;60;high;2
2014-07-16;19.4125;7;6;41;medium;2
2014-07-17;22.7625;7;4;25;medium;2
2014-07-18;26.05;10;1;0;high;1
2014-07-19;28.0625;13;0;15;high;2
2014-07-20;24.3125;15;3;14;medium;2
2014-07-21;23.4875;19;0;5;medium;2
2014-07-22;24.9875;14;0;4;medium;2
2014-07-23;25.0;14;0;4;medium;2
2014-07-24;24.8375;11;0;4;medium;2
2014-07-25;26.325;18;0;4;medium;2
2014-07-26;22.375;10;6;21;medium;2
2014-07-27;25.55;12;3;21;medium;2
2014-07-28;24.7625;7;0;1;medium;1
2014-07-29;25.35;10;0;1;high;1
2014-07-30;22.925;12;6;29;medium;2
2014-07-31;22.4375;12;3;21;medium;2
2014-08-01;26.725;8;1;3;high;1
2014-08-02;26.0875;12;2;17;medium;2
2014-08-03;23.0875;9;5;63;medium;3
2014-08-04;22.5125;8;6;48;medium;2
2014-08-05;23.0875;10;5;69;medium;2
2014-08-06;22.825;10;0;3;medium;1
2014-08-07;20.3125;6;7;61;medium;3
2014-08-08;22.725;8;3;25;medium;2
2014-08-09;20.1;17;6;61;medium;3
2014-08-10;23.1;12;6;29;high;2
2014-08-11;20.075;13;4;21;medium;2
2014-08-12;16.9125;12;5;95;medium;4
2014-08-13;20.9375;10;2;24;medium;2
2014-08-14;18.05;10;7;65;medium;4
2014-08-15;18.3625;8;6;61;low;3
2014-08-16;17.2;15;6;61;low;3
2014-08-17;15.65;13;7;61;low;3
2014-08-18;15.2;15;6;61;low;3
2014-08-19;14.0875;12;6;61;low;3
2014-08-20;15.675;17;5;21;low;2
2014-08-21;16.2625;11;5;21;low;2
2014-08-22;16.325;12;7;61;low;3
2014-08-23;15.9875;11;4;21;low;2
2014-08-24;16.3125;20;3;21;medium;2
2014-08-25;14.7875;13;5;65;medium;4
2014-08-26;17.325;7;3;14;medium;2
2014-08-27;19.875;9;1;3;medium;1
2014-08-28;19.75;9;0;0;medium;1
2014-08-29;19.125;12;5;63;medium;3
2014-08-30;17.75;9;7;61;medium;3
2014-08-31;16.375;8;7;21;medium;2
2014-09-01;17.875;12;7;61;medium;3
2014-09-02;18.375;13;2;17;medium;2
2014-09-03;18.75;13;2;17;medium;2
2014-09-04;20.0;15;0;4;medium;2
2014-09-05;21.375;10;2;5;medium;2
2014-09-06;24.0;5;2;8;high;2
2014-09-07;20.0;6;5;21;medium;2
2014-09-08;17.375;12;4;21;medium;2
2014-09-09;17.125;16;6;63;medium;3
2014-09-10;18.625;12;2;6;medium;2
2014-09-11;17.375;13;4;30;medium;2
2014-09-12;18.25;11;1;6;medium;2
2014-09-13;17.0;12;7;43;medium;2
2014-09-14;17.625;14;7;61;medium;3
2014-09-15;19.75;13;2;9;medium;2
2014-09-16;20.125;13;0;2;medium;1
2014-09-17;19.875;18;1;3;high;1
2014-09-18;20.5;13;0;2;high;1
2014-09-19;20.75;9;0;5;high;2
2014-09-20;19.375;7;3;10;high;2
2014-09-21;17.0;15;4;21;medium;2
2014-09-22;13.0;17;6;21;medium;2
2014-09-23;14.75;6;4;25;medium;2
2014-09-24;15.375;10;7;63;medium;3
2014-09-25;14.5;17;7;61;medium;3
2014-09-26;16.75;13;7;61;medium;3
2014-09-27;16.375;14;2;19;medium;2
2014-09-28;18.5;7;4;2;high;1
2014-09-29;18.125;6;6;42;medium;2
2014-09-30;16.5;5;7;61;high;3
2014-10-01;17.75;6;6;10;high;2
2014-10-02;18.0;6;6;42;high;2
2014-10-03;20.0;6;3;10;high;2
2014-10-04;18.5;8;0;5;high;2
2014-10-05;16.25;7;1;2;medium;1
2014-10-06;15.75;15;2;10;medium;2
2014-10-07;13.0;10;7;65;medium;4
2014-10-08;14.125;10;6;61;medium;3
2014-10-09;17.875;10;5;17;high;2
2014-10-10;16.375;10;4;29;high;2
2014-10-11;17.0;5;3;8;medium;2
2014-10-12;15.125;7;5;20;medium;2
2014-10-13;12.625;12;7;63;medium;3
2014-10-14;14.0;5;6;61;medium;3
2014-10-15;13.875;6;7;21;medium;2
2014-10-16;13.5;6;7;61;medium;3
2014-10-17;14.375;10;7;65;medium;4
2014-10-18;15.25;7;7;21;medium;2
2014-10-19;17.375;13;7;95;high;4
2014-10-20;14.625;18;6;61;medium;3
2014-10-21;12.5;9;7;63;medium;3
2014-10-22;13.0;12;6;0;medium;1
2014-10-23;13.125;7;6;0;medium;1
2014-10-24;13.5;9;7;54;high;2
2014-10-25;12.125;7;7;61;medium;3
2014-10-26;12.75;9;5;0;medium;1
2014-10-27;14.5;9;2;5;medium;2
2014-10-28;13.875;8;0;4;medium;2
2014-10-29;8.375;7;7;20;medium;2
2014-10-30;10.625;5;2;10;medium;2
2014-10-31;12.875;5;8;10;high;2
2014-11-01;16.5;8;2;0;high;1
2014-11-02;15.375;10;3;21;high;2
2014-11-03;13.75;12;4;0;high;1
2014-11-04;11.625;8;7;61;high;3
2014-11-05;9.5;11;7;61;medium;3
2014-11-06;8.875;10;5;0;medium;1
2014-11-07;8.625;9;0;10;medium;2
2014-11-08;10.25;8;6;41;medium;2
2014-11-09;10.625;8;3;5;medium;2
2014-11-10;8.75;7;6;61;medium;3
2014-11-11;8.625;7;2;10;medium;2
2014-11-12;9.75;10;7;10;medium;2
2014-11-13;10.75;4;7;28;medium;2
2014-11-14;10.75;10;7;10;high;2
2014-11-15;9.25;14;8;10;medium;2
2014-11-16;8.0;14;7;61;medium;3
2014-11-17;9.625;7;7;10;medium;2
2014-11-18;8.875;13;7;61;medium;3
2014-11-19;8.5;11;7;61;medium;3
2014-11-20;6.125;7;5;0;medium;1
2014-11-21;6.5;5;6;61;medium;3
2014-11-22;5.75;9;7;61;medium;3
2014-11-23;6.75;7;6;21;medium;2
2014-11-24;9.375;10;3;0;high;1
2014-11-25;6.875;4;0;0;high;1
2014-11-26;5.625;8;3;12;medium;2
2014-11-27;4.5;10;0;10;medium;2
2014-11-28;1.625;16;6;10;low;2
2014-11-29;1.0;10;8;5;low;2
2014-11-30;0.0;11;8;10;low;2
2014-12-01;-2.0;13;7;10;low;2
2014-12-02;-3.0;7;8;10;low;2
2014-12-03;0.625;10;7;10;medium;2
2014-12-04;3.75;9;8;61;medium;3
2014-12-05;2.0;7;7;61;medium;3
2014-12-06;5.75;7;2;10;medium;2
2014-12-07;4.875;12;7;61;medium;3
2014-12-08;3.25;8;7;61;medium;3
2014-12-09;2.125;9;8;45;low;2
2014-12-10;4.875;13;5;61;medium;3
2014-12-11;4.0;12;7;95;medium;4
2014-12-12;7.25;18;7;61;medium;3
2014-12-13;4.75;10;5;61;medium;3
2014-12-14;3.5;9;4;10;medium;2
2014-12-15;4.75;11;7;61;medium;3
2014-12-16;4.625;12;8;61;medium;3
2014-12-17;3.625;10;7;61;medium;3
2014-12-18;10.0;11;7;61;high;3
2014-12-19;8.125;15;5;61;medium;3
2014-12-20;5.375;24;6;21;medium;2
2014-12-21;6.625;14;6;21;medium;2
2014-12-22;9.75;21;7;63;medium;3
2014-12-23;9.125;19;7;61;medium;3
2014-12-24;7.75;21;5;61;medium;3
2014-12-25;3.125;17;7;71;low;5
2014-12-26;0.0;6;6;22;low;2
2014-12-27;-0.25;8;3;15;low;2
2014-12-28;-0.5;7;1;0;low;1
2014-12-29;0.75;10;5;0;low;1
2014-12-30;5.25;9;7;21;medium;2
2014-12-31;7.375;11;6;61;medium;3
2015-01-01;4.125;13;8;10;medium;2
2015-01-02;7.75;24;6;61;high;3
2015-01-03;4.875;25;7;69;medium;2
2015-01-04;4.75;15;0;11;medium;2
2015-01-05;5.875;8;8;20;medium;2
2015-01-06;3.625;8;8;10;medium;2
2015-01-07;5.75;10;6;61;medium;3
2015-01-08;6.375;9;8;61;medium;3
2015-01-09;7.5;25;6;63;medium;3
2015-01-10;10.0;28;6;61;high;3
2015-01-11;4.25;23;5;61;medium;3
2015-01-12;7.5;19;7;61;high;3
2015-01-13;7.75;14;7;61;high;3
2015-01-14;3.125;16;6;71;medium;5
2015-01-15;6.75;14;7;61;high;3
2015-01-16;6.75;13;6;0;high;1
2015-01-17;4.25;12;1;21;medium;2
2015-01-18;2.0;9;8;61;medium;3
2015-01-19;1.0;5;7;71;medium;5
2015-01-20;-0.375;4;7;77;medium;4
2015-01-21;-1.125;4;8;10;medium;2
2015-01-22;-1.375;3;7;49;medium;2
2015-01-23;-1.25;5;8;20;medium;2
2015-01-24;-0.5;10;7;71;medium;5
2015-01-25;2.875;6;6;41;medium;2
2015-01-26;3.375;10;7;61;medium;3
2015-01-27;4.875;13;2;11;medium;2
2015-01-28;4.875;17;7;61;medium;3
2015-01-29;1.5;12;7;75;medium;5
2015-01-30;1.125;6;7;41;medium;2
2015-01-31;-2.375;7;7;49;medium;2
2015-02-01;-0.25;9;7;75;medium;5
2015-02-02;1.0;10;6;22;medium;2
2015-02-03;-1.0;10;7;77;medium;4
2015-02-04;-1.875;9;6;0;medium;1
2015-02-05;0.75;10;5;22;medium;2
2015-02-06;-0.5;6;2;22;medium;2
2015-02-07;4.125;18;7;20;medium;2
2015-02-08;3.375;14;1;26;medium;2
2015-02-09;6.875;13;7;61;medium;3
2015-02-10;7.625;11;7;54;high;2
2015-02-11;4.0;5;8;32;medium;2
2015-02-12;2.0;4;8;10;medium;2
2015-02-13;1.25;6;8;10;medium;2
2015-02-14;1.625;9;7;28;medium;2
2015-02-15;3.125;16;7;10;medium;2
2015-02-16;2.0;9;8;10;medium;2
2015-02-17;1.125;7;6;45;low;2
2015-02-18;5.5;12;3;10;medium;2
2015-02-19;6.25;13;0;5;medium;2
2015-02-20;3.875;11;8;71;medium;5
2015-02-21;3.875;16;7;61;medium;3
2015-02-22;5.25;13;5;0;medium;1
2015-02-23;4.5;12;7;61;medium;3
2015-02-24;5.625;12;7;61;medium;3
2015-02-25;5.875;10;5;41;medium;2
2015-02-26;6.625;10;5;0;medium;1
2015-02-27;4.5;9;7;61;medium;3
2015-02-28;5.625;10;3;0;medium;1
2015-03-01;6.75;15;7;61;medium;3
2015-03-02;5.125;23;6;61;medium;3
2015-03-03;5.0;14;6;61;medium;3
2015-03-04;5.0;18;6;61;medium;3
2015-03-05;6.625;14;7;49;medium;2
2015-03-06;8.125;12;7;20;high;2
2015-03-07;10.125;13;7;0;medium;1
2015-03-08;14.0;12;0;16;high;2
2015-03-09;8.375;6;4;16;medium;2
2015-03-10;9.5;13;3;10;medium;2
2015-03-11;9.125;12;0;3;medium;1
2015-03-12;7.125;10;0;0;medium;1
2015-03-13;4.875;15;6;53;medium;3
2015-03-14;5.125;15;7;62;medium;2
2015-03-15;5.75;13;7;21;medium;2
2015-03-16;8.625;13;2;10;medium;2
2015-03-17;10.75;11;1;5;medium;2
2015-03-18;10.625;8;4;28;medium;2
2015-03-19;10.375;9;0;0;high;1
2015-03-20;5.0;9;7;45;medium;2
2015-03-21;4.5;21;7;61;low;3
2015-03-22;4.375;8;0;6;low;2
2015-03-23;7.75;12;0;3;medium;1
2015-03-24;7.875;6;6;0;medium;1
2015-03-25;7.875;14;6;5;medium;2
