Datum;Bewoelkung;Temperatur;Windgeschwindigkeit;Wettercode;bewoelkung_time;wettercode_knn
2016-09-16;4.0;22.75;8;0.0;4;0
2016-09-17;5.0;18.875;14;;5;29
2016-09-18;7.0;16.75;15;21.0;7;21
2016-09-19;7.0;17.0;9;;7;61
2016-09-20;5.0;17.5;8;;5;50
2016-09-21;3.0;18.375;10;;3;13
2016-09-22;4.0;18.5;6;;4;0
2016-09-23;4.0;18.625;12;21.0;4;21
2016-09-24;0.0;18.625;6;;0;5
2016-09-25;0.0;21.375;8;;0;4
2016-09-26;4.0;18.25;6;0.0;4;0
2016-09-27;0.0;19.875;6;0.0;0;0
2016-09-28;6.0;19.125;19;;6;45
2016-09-29;7.0;17.375;13;61.0;7;61
2016-09-30;6.0;14.0;11;61.0;6;61
2016-10-01;3.0;15.875;6;;3;10
2016-10-02;3.0;15.75;7;21.0;3;21
2016-10-03;7.0;14.375;18;61.0;7;61
2016-10-04;5.0;13.25;16;;5;19
2016-10-05;3.0;12.0;19;;3;14
2016-10-06;7.0;11.25;17;20.0;7;20
2016-10-07;7.0;11.125;15;0.0;7;0
2016-10-08;5.0;11.625;16;;5;34
2016-10-09;7.0;9.125;10;61.0;7;61
2016-10-10;7.0;11.125;10;61.0;7;61
2016-10-11;7.0;9.875;20;61.0;7;61
2016-10-12;7.0;9.75;18;63.0;7;63
2016-10-13;6.0;10.875;15;0.0;6;0
2016-10-14;7.0;9.125;13;61.0;7;61
2016-10-15;8.0;8.625;12;61.0;8;61
2016-10-16;8.0;11.375;6;10.0;8;10
2016-10-17;8.0;9.75;6;10.0;8;10
2016-10-18;7.0;13.25;6;28.0;7;28
2016-10-19;8.0;7.625;4;61.0;8;61
2016-10-20;7.0;10.125;10;21.0;7;21
2016-10-21;6.0;9.875;10;61.0;6;61
2016-10-22;8.0;8.125;12;61.0;8;61
2016-10-23;7.0;8.625;4;21.0;7;21
2016-10-24;5.0;9.25;8;10.0;5;10
2016-10-25;5.0;9.0;8;0.0;5;0
2016-10-26;6.0;7.375;6;10.0;6;10
2016-10-27;7.0;13.375;9;21.0;7;21
2016-10-28;6.0;12.75;15;21.0;6;21
2016-10-29;4.0;11.375;16;20.0;4;20
2016-10-30;4.0;11.0;9;5.0;4;5
2016-10-31;7.0;12.125;6;61.0;7;61
2016-11-01;6.0;10.125;12;61.0;6;61
2016-11-02;4.0;7.25;13;21.0;4;21
2016-11-03;4.0;5.875;5;;4;24
2016-11-04;7.0;7.875;8;61.0;7;61
2016-11-05;7.0;5.5;5;61.0;7;61
2016-11-06;7.0;6.625;6;61.0;7;61
2016-11-07;7.0;3.5;14;61.0;7;61
2016-11-08;7.0;0.75;14;71.0;7;71
2016-11-09;0.0;1.25;4;10.0;0;10
2016-11-10;7.0;4.0;8;22.0;7;22
2016-11-11;4.0;4.875;10;21.0;4;21
2016-11-12;3.0;1.625;6;49.0;3;49
2016-11-13;4.0;1.375;9;5.0;4;5
2016-11-14;4.0;2.0;10;5.0;4;5
2016-11-15;7.0;7.75;9;61.0;7;61
2016-11-16;7.0;8.75;11;61.0;7;61
2016-11-17;6.0;7.75;9;21.0;6;21
2016-11-18;4.0;7.25;13;21.0;4;21
2016-11-19;6.0;6.625;11;21.0;6;21
2016-11-20;6.0;6.375;12;63.0;6;63
2016-11-21;7.0;11.5;6;61.0;7;61
2016-11-22;7.0;12.125;7;;7;53
2016-11-23;7.0;10.0;5;10.0;7;10
2016-11-24;0.0;4.5;8;10.0;0;10
2016-11-25;7.0;4.0;4;45.0;7;45
2016-11-26;7.0;5.875;10;61.0;7;61
2016-11-27;0.0;5.625;9;5.0;0;5
2016-11-28;1.0;2.875;11;;1;20
2016-11-29;3.0;3.0;9;10.0;3;10
2016-11-30;7.0;6.25;12;61.0;7;61
2016-12-01;8.0;8.5;19;61.0;8;61
2016-12-02;0.0;3.625;8;0.0;0;0
2016-12-03;4.0;-0.75;6;49.0;4;49
2016-12-04;8.0;4.125;6;;8;36
2016-12-05;7.0;3.0;7;;7;57
2016-12-06;7.0;6.25;5;61.0;7;61
2016-12-07;7.0;4.5;10;61.0;7;61
2016-12-08;8.0;8.625;12;10.0;8;10
2016-12-09;7.0;8.875;13;20.0;7;20
2016-12-10;7.0;9.5;10;61.0;7;61
2016-12-12;7.0;4.875;4;61.0;7;61
2016-12-13;7.0;6.285714;5;10.0;7;10
2016-12-14;7.0;4.625;6;45.0;7;45
2016-12-15;7.0;0.0;8;49.0;7;49
2016-12-16;8.0;-1.0;5;10.0;8;10
2016-12-17;8.0;2.125;6;10.0;8;10
2016-12-18;7.0;7.0;8;0.0;7;0
2016-12-19;8.0;5.75;4;0.0;8;0
2016-12-20;8.0;1.5;7;10.0;8;10
2016-12-21;6.0;3.625;10;10.0;6;10
2016-12-22;7.0;5.25;8;61.0;7;61
2016-12-23;7.0;6.375;9;10.0;7;10
2016-12-24;6.0;6.125;14;95.0;6;95
2016-12-25;7.0;9.375;16;61.0;7;61
2016-12-26;4.0;6.875;25;22.0;4;22
2016-12-27;6.0;8.25;21;;6;61
2016-12-28;4.0;7.125;12;0.0;4;0
2016-12-29;3.0;3.75;11;10.0;3;10
2016-12-30;4.0;1.75;10;10.0;4;10
2016-12-31;7.0;4.875;13;28.0;7;28
2017-01-01;8.0;5.5;12;61.0;8;61
2017-01-02;3.0;1.625;8;0.0;3;0
2017-01-03;7.0;6.0;16;61.0;7;61
2017-01-04;4.0;4.0;19;20.0;4;20
2017-01-05;4.0;-2.875;15;0.0;4;0
2017-01-06;1.0;-4.25;6;;1;12
2017-01-07;8.0;-0.5;11;71.0;8;71
2017-01-08;8.0;2.25;4;10.0;8;10
2017-01-09;8.0;2.5;6;20.0;8;20
2017-01-10;7.0;2.625;9;10.0;7;10
2017-01-11;7.0;4.625;15;61.0;7;61
2017-01-12;4.0;4.5;16;61.0;4;61
2017-01-13;3.0;3.125;7;61.0;3;61
2017-01-14;2.0;1.75;10;61.0;2;61
2017-01-15;5.0;1.375;10;71.0;5;71
2017-01-16;0.0;0.25;9;0.0;0;0
2017-01-17;7.0;0.5;4;10.0;7;10
2017-01-18;7.0;0.125;8;20.0;7;20
2017-01-19;8.0;1.5;8;61.0;8;61
2017-01-20;8.0;3.625;5;21.0;8;21
2017-01-21;7.0;5.75;5;10.0;7;10
2017-01-22;8.0;1.375;5;10.0;8;10
2017-01-23;7.0;1.125;8;10.0;7;10
2017-01-24;7.0;1.875;8;45.0;7;45
2017-01-25;7.0;-1.25;6;49.0;7;49
2017-01-26;6.0;1.0;7;10.0;6;10
2017-01-27;0.0;2.142857;7;5.0;0;5
2017-01-28;1.0;2.875;5;5.0;1;5
2017-01-29;7.0;4.75;8;61.0;7;61
2017-01-30;7.0;2.625;13;61.0;7;61
2017-01-31;7.0;3.125;15;10.0;7;10
2017-02-01;7.0;1.125;8;20.0;7;20
2017-02-02;7.0;1.75;6;61.0;7;61
2017-02-03;7.0;1.625;6;45.0;7;45
2017-02-04;7.0;5.75;6;61.0;7;61
2017-02-05;8.0;2.0;10;61.0;8;61
2017-02-06;7.0;2.5;12;61.0;7;61
2017-02-07;7.0;0.0;12;77.0;7;77
2017-02-08;8.0;-2.0;8;77.0;8;77
2017-02-09;8.0;-2.125;11;22.0;8;22
2017-02-10;7.0;-1.75;16;10.0;7;10
2017-02-11;7.0;0.0;17;0.0;7;0
2017-02-12;8.0;0.375;17;10.0;8;10
2017-02-13;0.0;-0.25;10;10.0;0;10
2017-02-14;2.0;-0.75;8;49.0;2;49
2017-02-15;0.0;5.875;4;5.0;0;5
2017-02-16;7.0;6.25;10;61.0;7;61
2017-02-17;7.0;6.0;9;61.0;7;61
2017-02-18;7.0;4.625;12;20.0;7;20
2017-02-19;7.0;5.625;8;61.0;7;61
2017-02-20;7.0;8.0;16;61.0;7;61
2017-02-21;6.0;7.625;18;;6;57
2017-02-22;6.0;7.375;20;61.0;6;61
2017-02-23;7.0;4.375;22;63.0;7;63
2017-02-24;1.0;4.125;15;21.0;1;21
2017-02-25;7.0;3.375;12;61.0;7;61
2017-02-26;7.0;7.5;11;61.0;7;61
2017-02-27;8.0;10.75;11;;8;45
2017-02-28;6.0;6.0;15;21.0;6;21
2017-03-01;6.0;5.0;14;63.0;6;63
2017-03-02;3.0;6.5;16;21.0;3;21
2017-03-03;2.0;8.375;10;0.0;2;0
2017-03-04;6.0;9.125;5;5.0;6;5
2017-03-05;7.0;7.375;12;61.0;7;61
2017-03-06;8.0;3.75;17;0.0;8;0
2017-03-07;7.0;1.75;7;20.0;7;20
2017-03-08;6.0;5.75;9;61.0;6;61
2017-03-09;7.0;7.375;8;21.0;7;21
2017-03-10;4.0;8.75;16;0.0;4;0
2017-03-11;2.0;7.75;9;0.0;2;0
2017-03-12;6.0;6.375;9;;6;41
2017-03-13;7.0;6.625;7;5.0;7;5
2017-03-14;6.0;10.5;13;0.0;6;0
2017-03-15;0.0;9.25;16;5.0;0;5
2017-03-16;5.0;11.75;9;;5;29
2017-03-17;6.0;6.75;18;63.0;6;63
2017-03-18;5.0;6.875;22;21.0;5;21
2017-03-19;8.0;3.875;9;79.0;8;79
2017-03-20;7.0;10.25;8;61.0;7;61
2017-03-21;5.0;8.75;20;21.0;5;21
2017-03-22;0.0;10.75;11;0.0;0;0
2017-03-23;4.0;8.125;11;;4;33
2017-03-24;0.0;10.5;7;0.0;0;0
2017-03-25;3.0;9.875;12;0.0;3;0
2017-03-26;3.0;9.375;7;0.0;3;0
2017-03-27;0.0;12.5;11;10.0;0;10
2017-03-28;0.0;13.875;7;0.0;0;0
2017-03-29;8.0;10.0;13;21.0;8;21
2017-03-30;7.0;16.0;12;61.0;7;61
2017-03-31;0.0;19.75;7;;0;2
2017-04-01;2.0;15.75;7;0.0;2;0
2017-04-02;2.0;13.375;13;0.0;2;0
2017-04-03;2.0;10.375;8;;2;2
2017-04-04;2.0;12.625;8;0.0;2;0
2017-04-05;5.0;9.875;18;21.0;5;21
2017-04-06;6.0;10.0;17;0.0;6;0
2017-04-07;6.0;11.125;18;20.0;6;20
2017-04-08;7.0;10.875;12;;7;61
2017-04-09;0.0;16.0;9;5.0;0;5
2017-04-10;7.0;9.5;19;21.0;7;21
2017-04-11;5.0;8.75;18;21.0;5;21
2017-04-12;7.0;8.75;13;61.0;7;61
2017-04-13;7.0;9.0;18;61.0;7;61
2017-04-14;7.0;9.25;12;63.0;7;63
2017-04-15;6.0;8.125;23;63.0;6;63
2017-04-16;7.0;6.875;7;61.0;7;61
2017-04-17;6.0;6.25;10;61.0;6;61
2017-04-18;4.0;5.625;15;;4;37
2017-04-19;0.0;6.375;10;0.0;0;0
2017-04-20;7.0;8.25;12;;7;41
2017-04-21;7.0;11.875;19;61.0;7;61
2017-04-22;5.0;7.5;21;61.0;5;61
2017-04-23;4.0;7.875;20;21.0;4;21
2017-04-24;7.0;8.875;17;63.0;7;63
2017-04-25;5.0;5.5;15;69.0;5;69
2017-04-26;6.0;7.625;7;61.0;6;61
2017-04-27;6.0;8.625;13;61.0;6;61
2017-04-28;7.0;8.625;10;61.0;7;61
2017-04-29;4.0;7.125;9;61.0;4;61
2017-04-30;1.0;11.875;12;0.0;1;0
2017-05-01;1.0;11.75;19;5.0;1;5
2017-05-02;2.0;10.875;21;5.0;2;5
2017-05-03;3.0;11.25;20;5.0;3;5
2017-05-04;7.0;10.625;19;;7;37
2017-05-05;7.0;8.25;15;61.0;7;61
2017-05-06;7.0;11.0;7;0.0;7;0
2017-05-07;0.0;17.125;9;0.0;0;0
2017-05-08;1.0;9.75;19;5.0;1;5
2017-05-09;4.0;10.0;12;;4;28
2017-05-10;7.0;9.25;11;61.0;7;61
2017-05-11;0.0;13.375;14;;0;7
2017-05-12;7.0;12.75;13;61.0;7;61
2017-05-13;6.0;17.875;6;21.0;6;21
2017-05-14;2.0;18.75;12;0.0;2;0
2017-05-15;3.0;17.375;9;0.0;3;0
2017-05-16;7.0;14.125;8;61.0;7;61
2017-05-17;6.0;23.125;7;;6;44
2017-05-18;4.0;23.125;12;;4;34
2017-05-19;6.0;17.375;7;21.0;6;21
2017-05-20;4.0;16.0;12;;4;29
2017-05-21;1.0;18.625;12;;1;2
2017-05-22;0.0;17.75;9;;0;1
2017-05-23;4.0;22.125;15;95.0;4;95
2017-05-24;3.0;17.125;18;0.0;3;0
2017-05-25;2.0;18.875;12;;2;6
2017-05-26;0.0;20.75;6;0.0;0;0
2017-05-27;0.0;24.75;7;;0;1
2017-05-28;1.0;22.375;14;61.0;1;61
2017-05-29;5.0;18.75;7;0.0;5;0
2017-05-30;6.0;20.5;14;5.0;6;5
2017-05-31;5.0;15.5;18;5.0;5;5
2017-06-01;0.0;17.375;12;5.0;0;5
2017-06-02;0.0;20.25;9;;0;2
2017-06-03;7.0;17.5;5;61.0;7;61
2017-06-04;5.0;17.125;14;61.0;5;61
2017-06-05;1.0;20.125;9;0.0;1;0
2017-06-06;4.0;21.625;10;61.0;4;61
2017-06-07;7.0;12.25;14;63.0;7;63
2017-06-08;7.0;14.875;8;61.0;7;61
2017-06-09;6.0;20.25;14;95.0;6;95
2017-06-10;5.0;19.25;10;0.0;5;0
2017-06-11;2.0;25.0;11;;2;10
2017-06-12;7.0;16.25;16;61.0;7;61
2017-06-13;6.0;16.125;16;21.0;6;21
2017-06-14;7.0;19.125;9;;7;49
2017-06-15;3.0;22.75;6;21.0;3;21
2017-06-16;5.0;17.375;20;21.0;5;21
2017-06-17;0.0;20.125;15;0.0;0;0
2017-06-18;2.0;24.25;9;;2;15
2017-06-19;1.0;25.375;7;0.0;1;0
2017-06-20;0.0;20.75;12;0.0;0;0
2017-06-21;3.0;18.75;10;;3;17
2017-06-22;3.0;20.25;10;95.0;3;95
2017-06-23;7.0;17.25;14;61.0;7;61
2017-06-24;6.0;17.875;19;61.0;6;61
2017-06-25;7.0;17.25;16;20.0;7;20
2017-06-26;3.0;17.375;16;21.0;3;21
2017-06-27;3.0;16.375;9;;3;18
2017-06-28;6.0;19.75;18;;6;56
2017-06-29;7.0;17.875;8;61.0;7;61
2017-06-30;7.0;14.875;11;63.0;7;63
2017-07-01;7.0;17.625;10;21.0;7;21
2017-07-02;7.0;17.125;18;21.0;7;21
2017-07-03;7.0;18.625;14;95.0;7;95
2017-07-04;6.0;17.25;15;;6;49
2017-07-05;2.0;19.0;9;;2;1
2017-07-06;0.0;18.375;8;;0;3
2017-07-07;5.0;20.625;7;61.0;5;61
2017-07-08;4.0;20.625;16;21.0;4;21
2017-07-09;1.0;19.125;9;;1;1
2017-07-10;7.0;17.5;6;61.0;7;61
2017-07-11;6.0;19.875;11;95.0;6;95
2017-07-12;7.0;14.75;12;61.0;7;61
2017-07-13;6.0;16.875;15;;6;30
2017-07-14;3.0;19.5;8;;3;15
2017-07-15;7.0;18.75;10;21.0;7;21
2017-07-16;8.0;17.375;9;61.0;8;61
2017-07-17;6.0;18.5;12;;6;37
2017-07-18;5.0;18.75;7;;5;15
2017-07-19;1.0;22.5;13;0.0;1;0
2017-07-20;7.0;21.5;5;61.0;7;61
2017-07-21;2.0;20.5;10;;2;5
2017-07-22;7.0;18.5;9;63.0;7;63
2017-07-23;6.0;19.375;12;61.0;6;61
2017-07-24;7.0;18.75;10;21.0;7;21
2017-07-25;7.0;16.25;16;63.0;7;63
2017-07-26;0.0;20.875;10;;0;2
2017-07-27;6.0;19.5;10;61.0;6;61
2017-07-28;6.0;18.125;17;61.0;6;61
2017-07-29;5.0;19.625;11;61.0;5;61
2017-07-30;5.0;24.0;11;61.0;5;61
2017-07-31;2.0;22.75;9;;2;14
2017-08-01;6.0;21.375;7;21.0;6;21
2017-08-02;5.0;21.375;8;61.0;5;61
2017-08-03;7.0;20.125;10;95.0;7;95
2017-08-04;6.0;19.625;18;21.0;6;21
2017-08-05;4.0;20.125;12;;4;44
2017-08-06;3.0;18.5;13;21.0;3;21
2017-08-07;2.0;22.4875;8;;2;22
2017-08-08;6.0;23.0625;8;21.0;6;21
2017-08-09;1.0;21.125;11;0.0;1;0
2017-08-10;6.0;19.6;9;;6;42
2017-08-11;7.0;16.375;8;61.0;7;61
2017-08-12;7.0;15.5625;8;61.0;7;61
2017-08-13;4.0;17.825;11;21.0;4;21
2017-08-14;1.0;18.6375;12;0.0;1;0
2017-08-15;2.0;25.0625;9;;2;21
2017-08-16;3.0;20.8625;8;0.0;3;0
2017-08-17;5.0;21.8;10;63.0;5;63
2017-08-18;6.0;19.6625;7;0.0;6;0
2017-08-19;5.0;16.9375;11;63.0;5;63
2017-08-20;6.0;16.0125;10;61.0;6;61
2017-08-21;7.0;17.2;15;61.0;7;61
2017-08-22;4.0;17.6125;11;;4;29
2017-08-23;0.0;19.4375;9;5.0;0;5
2017-08-24;3.0;19.4875;14;21.0;3;21
2017-08-25;3.0;19.7625;13;;3;18
2017-08-26;4.0;19.525;7;0.0;4;0
2017-08-27;4.0;19.6625;13;21.0;4;21
2017-08-28;4.0;20.5375;5;;4;30
2017-08-29;0.0;24.6;9;;0;1
2017-08-30;6.0;20.0;11;61.0;6;61
2017-08-31;7.0;14.8875;11;61.0;7;61
2017-09-01;4.0;17.3;7;61.0;4;61
2017-09-02;4.0;16.525;8;21.0;4;21
2017-09-03;3.0;17.4;7;0.0;3;0
2017-09-04;0.0;18.2875;10;0.0;0;0
2017-09-05;3.0;20.95;6;;3;30
2017-09-06;7.0;18.2;17;63.0;7;63
2017-09-07;5.0;17.2875;16;21.0;5;21
2017-09-08;7.0;14.9375;10;61.0;7;61
2017-09-09;7.0;15.025;9;61.0;7;61
2017-09-10;2.0;17.65;11;0.0;2;0
2017-09-11;3.0;17.8625;11;21.0;3;21
2017-09-12;5.0;16.1;12;21.0;5;21
2017-09-13;7.0;13.3375;20;63.0;7;63
2017-09-14;7.0;13.2375;13;61.0;7;61
2017-09-15;6.0;14.425;11;21.0;6;21
2017-09-16;8.0;11.9125;6;61.0;8;61
2017-09-17;7.0;15.25;7;61.0;7;61
2017-09-18;2.0;15.075;4;0.0;2;0
2017-09-19;5.0;14.3875;8;65.0;5;65
2017-09-20;7.0;14.225;10;61.0;7;61
2017-09-21;4.0;16.9625;7;10.0;4;10
2017-09-22;1.0;15.5875;8;0.0;1;0
2017-09-23;0.0;15.85;9;0.0;0;0
2017-09-24;7.0;15.8125;9;53.0;7;53
2017-09-25;6.0;16.225;15;21.0;6;21
2017-09-26;7.0;15.725;12;10.0;7;10
2017-09-27;7.0;16.575;10;61.0;7;61
2017-09-28;7.0;15.1125;7;21.0;7;21
2017-09-29;2.0;19.1;6;10.0;2;10
2017-09-30;7.0;15.1125;6;61.0;7;61
2017-10-01;2.0;16.2875;6;;2;12
2017-10-02;6.0;15.15;13;61.0;6;61
2017-10-03;5.0;14.2625;14;61.0;5;61
2017-10-06;1.0;13.8875;13;3.0;1;3
2017-10-07;7.0;10.65;10;61.0;7;61
2017-10-08;0.0;12.025;12;5.0;0;5
2017-10-09;5.0;12.475;8;20.0;5;20
2017-10-10;7.0;14.05;9;63.0;7;63
2017-10-11;7.0;14.6375;12;63.0;7;63
2017-10-12;6.0;13.1875;24;21.0;6;21
2017-10-13;6.0;14.1625;8;10.0;6;10
2017-10-14;8.0;15.7625;12;61.0;8;61
2017-10-15;2.0;17.8125;5;28.0;2;28
2017-10-16;5.0;17.9375;7;10.0;5;10
2017-10-17;7.0;14.725;13;;7;62
2017-10-18;4.0;14.8125;6;0.0;4;0
2017-10-19;6.0;14.85;9;10.0;6;10
2017-10-20;7.0;14.175;6;61.0;7;61
2017-10-21;7.0;13.0375;6;61.0;7;61
2017-10-22;7.0;11.025;7;61.0;7;61
2017-10-23;7.0;11.95;8;61.0;7;61
2017-10-24;7.0;11.925;8;61.0;7;61
2017-10-25;7.0;14.225;16;61.0;7;61
2017-10-26;5.0;13.475;12;;5;29
2017-10-27;4.0;11.95;13;;4;27
2017-10-28;7.0;11.2125;17;61.0;7;61
2017-10-29;2.0;9.9;20;21.0;2;21
2017-10-30;;8.1;11;;2;22
2017-10-31;;8.925;7;;3;6
2017-11-01;;12.975;12;;3;38
2017-11-02;;11.6875;13;;3;6
2017-11-03;;9.4375;7;;4;6
2017-11-04;;10.2625;5;;4;7
2017-11-05;;9.8;8;;5;27
2017-11-06;;8.2125;7;;5;31
2017-11-07;;6.7875;5;;5;36
2017-11-08;;8.625;9;;6;36
2017-11-09;6.0;8.55;9;10.0;6;10
2017-11-10;7.0;7.5375;16;61.0;7;61
2017-11-11;5.0;5.2375;8;63.0;5;63
2017-11-12;7.0;5.575;7;61.0;7;61
2017-11-13;2.0;5.9;9;10.0;2;10
2017-11-14;7.0;6.3875;11;61.0;7;61
2017-11-15;7.0;9.375;7;61.0;7;61
2017-11-16;8.0;8.8125;8;61.0;8;61
2017-11-17;3.0;7.725;10;21.0;3;21
2017-11-18;5.0;5.35;12;65.0;5;65
2017-11-19;3.0;6.25;15;21.0;3;21
2017-11-20;6.0;5.9625;6;;6;51
2017-11-21;7.0;4.9875;5;61.0;7;61
2017-11-22;7.0;10.6125;10;61.0;7;61
2017-11-23;7.0;12.225;16;61.0;7;61
2017-11-24;7.0;6.9875;8;61.0;7;61
2017-11-25;7.0;2.775;5;45.0;7;45
2017-11-26;7.0;4.65;12;61.0;7;61
2017-11-27;7.0;4.5625;14;61.0;7;61
2017-11-28;7.0;5.4875;12;61.0;7;61
2017-11-29;7.0;4.225;6;61.0;7;61
2017-11-30;7.0;2.8125;4;10.0;7;10
2017-12-01;6.0;4.3625;8;68.0;6;68
2017-12-02;7.0;0.375;8;61.0;7;61
2017-12-03;7.0;5.225;7;61.0;7;61
2017-12-04;2.0;5.3375;12;;2;31
2017-12-05;7.0;8.65;17;21.0;7;21
2017-12-06;7.0;8.9;17;0.0;7;0
2017-12-07;8.0;5.7625;13;61.0;8;61
2017-12-08;6.0;1.675;10;73.0;6;73
2017-12-09;3.0;3.5125;10;61.0;3;61
2017-12-10;7.0;0.9875;9;22.0;7;22
2017-12-11;8.0;2.2375;14;61.0;8;61
2017-12-12;7.0;1.55;12;68.0;7;68
2017-12-13;7.0;1.9875;12;69.0;7;69
2017-12-14;7.0;3.025;12;61.0;7;61
2017-12-15;7.0;3.0375;9;20.0;7;20
2017-12-16;1.0;3.275;10;10.0;1;10
2017-12-17;3.0;1.1375;7;10.0;3;10
2017-12-18;5.0;2.4625;6;10.0;5;10
2017-12-19;7.0;5.9125;7;20.0;7;20
2017-12-20;7.0;6.6375;6;20.0;7;20
2017-12-21;7.0;6.2375;10;21.0;7;21
2017-12-22;7.0;5.7625;9;10.0;7;10
2017-12-23;7.0;7.8;19;61.0;7;61
2017-12-24;7.0;8.1125;16;61.0;7;61
2017-12-25;7.0;8.7;14;61.0;7;61
2017-12-26;7.0;6.25;14;61.0;7;61
2017-12-27;7.0;4.6125;7;21.0;7;21
2017-12-28;4.0;4.0875;11;61.0;4;61
2017-12-29;5.0;2.8125;11;61.0;5;61
2017-12-30;7.0;4.05;10;61.0;7;61
2017-12-31;7.0;8.25;16;63.0;7;63
2018-01-01;6.0;6.6125;17;61.0;6;61
2018-01-02;6.0;5.7;8;61.0;6;61
2018-01-03;7.0;6.475;11;61.0;7;61
2018-01-04;6.0;5.5125;7;61.0;6;61
2018-01-05;8.0;4.325;10;61.0;8;61
2018-01-06;7.0;3.1875;8;61.0;7;61
2018-01-07;0.0;0.65;8;;0;3
2018-01-08;1.0;0.9875;7;5.0;1;5
2018-01-09;4.0;3.1625;11;0.0;4;0
2018-01-10;6.0;4.0125;6;21.0;6;21
2018-01-11;7.0;3.8375;10;61.0;7;61
2018-01-12;7.0;2.275;10;10.0;7;10
2018-01-13;8.0;1.275;8;10.0;8;10
2018-01-14;1.0;0.325;8;5.0;1;5
2018-01-15;7.0;1.5625;12;61.0;7;61
2018-01-16;7.0;3.3625;9;61.0;7;61
2018-01-17;6.0;1.8125;10;61.0;6;61
2018-01-18;7.0;1.1625;17;73.0;7;73
2018-01-19;6.0;1.975;10;73.0;6;73
2018-01-20;8.0;1.75;7;61.0;8;61
2018-01-21;6.0;-0.6125;3;49.0;6;49
2018-01-22;7.0;0.675;7;77.0;7;77
2018-01-23;7.0;4.6625;7;61.0;7;61
2018-01-24;8.0;11.6;14;61.0;8;61
2018-01-25;7.0;7.95;9;21.0;7;21
2018-01-26;6.0;5.9625;5;45.0;6;45
2018-01-27;8.0;5.6375;9;10.0;8;10
2018-01-28;6.0;7.6625;16;61.0;6;61
2018-01-29;7.0;7.55;21;63.0;7;63
2018-01-30;4.0;5.7375;15;10.0;4;10
2018-01-31;7.0;6.3;15;61.0;7;61
2018-02-01;7.0;3.5125;11;61.0;7;61
2018-02-02;7.0;3.45;6;61.0;7;61
2018-02-03;7.0;-1.1625;8;71.0;7;71
2018-02-04;7.0;0.825;18;73.0;7;73
2018-02-05;7.0;-0.2375;10;22.0;7;22
2018-02-06;1.0;-0.8625;5;10.0;1;10
2018-02-07;0.0;-1.285714;4;5.0;0;5
2018-02-08;0.0;-0.0125;6;5.0;0;5
2018-02-09;1.0;-0.2625;7;10.0;1;10
2018-02-10;1.0;0.5625;4;10.0;1;10
2018-02-11;7.0;2.3375;11;75.0;7;75
2018-02-12;5.0;1.825;15;75.0;5;75
2018-02-13;0.0;2.6875;7;10.0;0;10
2018-02-14;0.0;2.95;8;5.0;0;5
2018-02-15;7.0;0.675;11;73.0;7;73
2018-02-16;5.0;4.8625;12;21.0;5;21
2018-02-17;8.0;4.125;5;10.0;8;10
2018-02-18;5.0;4.375;8;0.0;5;0
2018-02-19;5.0;4.9125;4;5.0;5;5
2018-02-20;1.0;3.375;11;10.0;1;10
2018-02-21;6.0;2.175;7;22.0;6;22
